"Term","Ontology","set.mean","set.size","z.score","genes"
"GO:0007062","sister chromatid cohesion","BP",13.2026130038959,56,6.78753120255295,"699;991;5347;151246;701;5885;10274;3835;2237;157570;5518;9700;91272;23047;10664;286053;10735;151648;8313;9126;23126;8658;55869;113130;1499;84072;55294;2959;80218;4361;83903;23383;5925;1663;84250;114799;23063;11331;11044;79075;54921;23137;8243;79892;10734;23244;5889;546;8260;9555;9985;25836;27127;55719;150280;642636"
"GO:1901873","regulation of post-translational protein modification","BP",7.94397298389674,277,6.7861736953279,"7415;3301;991;5347;51138;84707;57761;11065;7332;1654;7334;2729;3320;11170;3303;4085;26271;9709;5478;6201;8554;3326;9318;6478;23451;23028;7336;2534;8473;9978;9112;8878;6500;8452;4092;285671;10362;11315;6502;79813;8312;9373;10318;29979;329;51256;201163;2034;54934;91947;11338;2932;7913;8767;11176;5728;331;8467;10919;408;56271;57162;25;3304;80149;27338;9349;10625;6872;6125;254170;54765;207;10491;754;330;101929977;10210;93624;5300;23142;153769;3309;51230;29997;22976;2624;7335;3054;7466;10016;6737;55869;4869;79139;5716;23376;5970;83737;64844;10445;1499;9529;26354;10459;65125;10075;6871;83932;1020;55294;57561;5581;6188;54984;79142;80254;7965;23251;144165;8877;55743;378708;10980;54726;27085;55683;79594;1407;4800;27018;100287171;57697;150678;2874;54838;3300;9188;284058;7337;857;10196;4801;151636;20;84875;868;9111;7046;51160;5582;57599;54778;3091;10055;201254;6135;148022;4802;10987;4204;1616;84148;54602;51035;26232;7329;50813;10401;10273;1958;10363;8533;374969;7128;25898;10253;6839;23560;55215;7189;51547;23378;284;8555;9636;706;64175;64359;672;54165;65018;23551;7469;10892;59343;84259;825;10010;9759;143941;25950;84101;2931;7375;80762;9474;51588;26053;7314;405;339745;23328;553115;123879;6187;150684;23077;8945;6418;22980;55208;409;575;648;819;2074;2295;2641;2873;3984;4101;5071;5414;5601;6659;7320;7321;7805;7936;8841;8864;8915;9031;9532;9683;10054;10514;10891;10920;11091;11261;11337;23411;23640;26191;26272;51343;51438;54472;54552;55765;55859;56160;59335;64127;64708;79444;80279;83593;84075;92369;120892;131377;139285;165324;378884"
"GO:0051305","chromosome movement towards spindle pole","BP",30.5630726385235,7,6.77364695016384,"9787;10097;10096;1062;3837;10300;56776"
"GO:0042382","paraspeckles","CC",28.725139785433,8,6.74611687637079,"6421;4670;4841;11052;11051;55269;604;283131"
"GO:1903050","regulation of proteolysis involved in protein catabolic process","BP",8.26481918561404,235,6.7148274204,"6790;7415;5701;991;5347;26471;57761;2729;3303;55872;5700;9709;5886;8078;27074;6201;8554;3326;90637;23287;1452;8473;27185;9978;10213;9604;7514;1454;91445;4092;285671;11315;57805;8312;9097;5706;210;5310;29979;9113;22933;127544;79031;28951;51684;3077;2932;282679;29978;10425;11011;5728;8667;2332;5566;5702;3304;255488;11345;25831;4130;9349;84231;11146;6872;8313;6125;207;51105;1950;54467;51322;84074;10444;8975;10221;51667;57630;153769;56658;122809;29997;6613;79016;25820;9491;7466;5716;23376;29761;64844;64326;6923;1017;9529;10399;4287;2043;26259;348;64418;55294;1263;9655;93974;8517;6880;7874;4983;10869;144165;153090;5705;55743;6599;5371;55170;55270;51548;55070;1050;5747;3093;160418;2629;10134;3300;10197;1453;80011;2272;7337;857;344558;1855;56893;65992;26263;5582;84640;4193;2876;9817;116224;4534;1459;6135;7917;64285;5663;57154;154214;1942;51035;1457;10273;5720;25898;101927423;7041;4780;11236;84456;5887;84900;9781;55212;161582;65018;474384;143941;7341;10755;2931;79699;147686;27351;91304;7314;64110;5721;7110;23429;150684;6449;1601;51136;114881;28996;8945;8263;8239;369;819;859;863;1075;1191;2185;2295;2768;5071;5601;5704;5988;6469;6815;7471;7480;7805;9104;9532;9683;9992;11337;23640;25897;28952;50613;51343;51377;54209;57095;83844;84871;85409;90865;120892;131377;149628;166979;258010;440730;474383;641700"
"GO:0005875","microtubule associated complex","CC",9.35083626792762,153,6.69093035623963,"10112;6790;332;8655;3833;23046;24137;3832;55143;9493;63971;3619;24139;9928;10121;1781;3835;2342;27185;10126;54820;8682;11004;8632;4131;56992;9212;9585;144132;11258;146909;83544;115106;64837;81930;140735;1767;4281;3800;4130;4133;93323;374654;51143;55112;2339;547;147700;1639;51332;55614;7804;7461;23291;10671;51626;83658;92749;9371;6993;89891;23303;1778;55582;221458;57576;84516;55201;5048;51164;10300;3801;1783;79768;343521;3796;3831;84056;55860;64147;11104;81565;388389;54930;10749;1780;23637;10013;126820;4134;79659;10120;25981;10513;3799;54801;196385;79441;5829;127602;55142;9053;1768;10540;93233;83473;55559;2009;3798;90990;89953;255758;6990;22920;23354;3797;1641;1769;1770;3834;4210;6101;6780;6795;6991;7175;7802;8701;8723;10048;11127;11337;23095;23386;27019;51314;55259;55567;55605;56171;57159;57698;64446;79819;83657;84630;85478;113220;118491;124602;146754;201625;285643"
"GO:1905368","peptidase complex","CC",10.2235964444551,114,6.65989177803152,"7415;5701;5707;5685;5683;5684;9861;5700;5690;5886;5686;23326;5713;90637;5709;10213;5689;23198;23450;9097;5706;5682;5718;29979;23392;3315;5693;5717;9352;5694;5708;10939;5719;9789;9913;56943;83443;5702;5692;823;5688;60559;93624;5328;9491;5716;112869;6314;6871;10629;5691;6880;144165;10474;5705;8850;842;5695;27097;197131;27429;2152;10197;835;55578;128869;7337;8464;5687;6878;8295;6687;23478;5698;5710;3075;9690;8733;94005;5720;10584;11047;5887;6883;28972;8738;5711;5696;10026;51604;5721;117143;56970;90701;826;824;2155;2191;2648;5329;5699;5704;5714;5715;6881;7056;8547;51377;55367;78989;80227;84290;122706;143471"
"GO:0070938","contractile ring","CC",25.7931704085053,10,6.6591572924497,"9055;54443;1605;9585;7402;10296;54784;6242;57026;4627"
"GO:0071103","DNA conformation change","BP",11.0277732069415,90,6.64219544141438,"7153;1660;3146;3148;80119;1654;3149;3181;7155;92675;7520;10923;1653;2547;4173;10146;5965;7150;22907;4175;84164;4331;116447;56652;25;5985;57680;7486;6742;9400;3159;641;9837;2071;51659;7978;84296;4172;83990;5983;4174;1763;64785;10111;4171;8940;9401;7156;4176;2966;4361;57697;56897;25788;301;10721;8607;5888;3087;5982;6832;1663;23064;4683;79075;164045;54921;3508;113510;8318;9557;84515;84893;11277;2068;5976;170506;10973;254394;5813;5984;10856;25913;51008;51750;63922;84083;89797;92797;157777"
"GO:0071962","mitotic sister chromatid cohesion, centromeric","BP",34.7929686434448,5,6.62577018199964,"699;91272;151648;80218;8260"
"GO:1901976","regulation of cell cycle checkpoint","BP",13.9350525210204,46,6.6239161876816,"891;10403;332;55143;7919;3619;4085;10116;57082;57805;9212;580;7517;51143;9984;80185;25906;79621;51451;8563;9587;1843;79184;55159;8451;79968;1407;5888;55795;9675;8379;5514;348654;51776;9577;6118;672;118471;55755;84101;9894;675;5629;7175;26272;54465"
"GO:1902423","regulation of attachment of mitotic spindle microtubules to kinetochore","BP",28.2586155476349,8,6.6203638434166,"332;55143;3619;3192;9212;10524;8850;8678"
"GO:1902425","positive regulation of attachment of mitotic spindle microtubules to kinetochore","BP",28.2586155476349,8,6.6203638434166,"332;55143;3619;3192;9212;10524;8850;8678"
"GO:0043531","ADP binding","MF",15.2546924804916,36,6.61338184840767,"7415;498;9361;5230;2729;2081;26973;4436;4628;399687;2956;6890;513;5536;4199;317;4650;9619;5571;215;8607;54471;51422;1727;5028;58;2746;2747;4627;4646;4647;6833;10856;56997;64127;114548"
"GO:0000912","assembly of actomyosin apparatus involved in cytokinesis","BP",26.8268509400618,9,6.61279514747944,"54443;29127;1894;10015;5339;10788;8826;128239;6242"
"GO:0000915","actomyosin contractile ring assembly","BP",26.8268509400618,9,6.61279514747944,"54443;29127;1894;10015;5339;10788;8826;128239;6242"
"GO:0140013","meiotic nuclear division","BP",8.78789399614297,184,6.61262948571463,"6790;10403;991;7153;5347;57820;9133;7272;10051;23397;9232;56907;1164;83540;3619;7155;26271;5885;80198;259266;54456;7013;5518;9700;811;10097;6196;80010;10592;22933;1060;151648;81930;3306;5719;55706;10096;8900;5728;9665;10919;284071;192670;4882;63979;2072;5000;994;3622;2177;2175;55810;83990;10635;23236;10111;7474;84072;130951;9134;5892;55743;54361;378708;7589;1642;9897;4361;9319;84501;3976;57697;25788;10388;84930;10609;8438;5888;29781;22887;10361;898;256006;11022;56603;4603;116138;201254;7917;126549;25879;164045;254528;84464;29893;5890;84057;9633;55063;4487;197342;51547;100130958;27030;5810;225689;2069;56155;285498;158401;147872;1761;4488;10734;79173;2801;7314;245711;23304;5889;146956;84215;472;675;676;1731;2827;4292;4438;4439;5139;6847;7320;9985;10018;10744;11077;11105;11144;23353;23626;25858;50511;51343;51759;54514;55124;56154;56158;56159;56776;56979;63946;79703;83447;84944;91646;93426;122402;124817;136991;138474;143471;146212;150365;166863;221711;256126;283129;283847;286151;317761;339345;339834;346673;347688;388553;391714;400629;494551;643376;644186;100507650;101928601"
"GO:0046833","positive regulation of RNA export from nucleus","BP",34.7019686028247,5,6.60637967652105,"1660;10657;11052;22916;55051"
"GO:0070202","regulation of establishment of protein localization to chromosome","BP",23.6863033834981,12,6.59952635112393,"10576;10694;6950;10575;7013;7203;22948;908;55135;1736;23514;10574"
"GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","BP",9.45432513110132,143,6.58513169323288,"6790;7415;991;5347;57761;2729;3303;55872;9709;5886;8078;8554;3326;90637;1452;8473;9978;9604;7514;1454;4092;285671;11315;57805;8312;9097;29979;22933;127544;28951;3077;2932;29978;10425;11011;8667;3304;255488;25831;4130;11146;6872;8313;207;51105;54467;51322;10444;10221;51667;57630;153769;56658;122809;29997;6613;79016;25820;5716;23376;64326;6923;1017;9529;10399;26259;1263;9655;6880;7874;144165;55743;6599;51548;55070;1050;3093;2629;10134;3300;1453;2272;857;344558;1855;56893;65992;26263;84640;4193;9817;116224;4534;6135;7917;5663;154214;51035;10273;25898;101927423;4780;5887;9781;55212;143941;7341;10755;2931;79699;147686;27351;23429;150684;6449;1601;8239;369;819;863;1191;2295;2768;5071;5601;5988;6469;6815;7480;9683;11337;23640;25897;50613;51343;51377;83844;85409;90865;120892;131377;166979;258010"
"GO:0042773","ATP synthesis coupled electron transport","BP",10.6478421964812,98,6.57333771418111,"891;983;1340;4729;4710;23479;1350;7386;4514;7381;27069;4535;4536;6391;4712;1349;4537;4540;4709;4513;4718;4711;11315;4702;7385;4722;1329;1738;170712;1345;4704;4541;6392;51103;4706;4698;4694;4697;29796;4519;4725;6389;9167;4707;1347;4700;4539;4696;4719;1337;54205;4695;4731;4713;6901;4716;4715;1327;4538;54949;27089;4723;51142;4717;7384;4714;7388;1351;1716;4724;100532726;4701;55967;4708;440567;4512;65018;790955;10975;6390;4726;9377;1537;374291;4720;29103;637;1346;1355;4705;4728;6622;57017;84701;246269;341947;388753;107075310"
"GO:0042775","mitochondrial ATP synthesis coupled electron transport","BP",10.6478421964812,98,6.57333771418111,"891;983;1340;4729;4710;23479;1350;7386;4514;7381;27069;4535;4536;6391;4712;1349;4537;4540;4709;4513;4718;4711;11315;4702;7385;4722;1329;1738;170712;1345;4704;4541;6392;51103;4706;4698;4694;4697;29796;4519;4725;6389;9167;4707;1347;4700;4539;4696;4719;1337;54205;4695;4731;4713;6901;4716;4715;1327;4538;54949;27089;4723;51142;4717;7384;4714;7388;1351;1716;4724;100532726;4701;55967;4708;440567;4512;65018;790955;10975;6390;4726;9377;1537;374291;4720;29103;637;1346;1355;4705;4728;6622;57017;84701;246269;341947;388753;107075310"
"GO:0006403","RNA localization","BP",8.6268609364253,193,6.55983331305477,"10576;6428;1660;6426;9908;10643;3181;7919;3178;10657;10694;3192;55746;9775;6950;6432;5901;677;11260;6741;1070;5394;7048;10575;7013;11052;7203;10212;24148;7514;9793;22948;51808;908;57510;55135;22916;55677;51602;4927;636;3297;4928;55164;80145;55706;129401;57122;56943;8021;1069;23225;23180;9688;84321;2332;3800;79902;84324;6830;9984;9939;54888;9284;8658;10482;11269;8563;29890;8939;4869;26097;29074;10211;91746;54680;100101267;23636;4686;6396;65125;2733;55110;79023;84271;25946;9972;23279;23381;55916;55051;167227;9818;10128;23165;8888;22794;81929;3837;23049;8607;65110;3087;55795;7248;1736;10189;23237;7884;51637;9877;545;10644;9883;11097;5903;10762;10642;57097;5073;26019;29107;79228;7263;6311;53371;26993;9804;23299;8086;23144;9326;55505;399664;9444;2091;59343;10574;10073;23511;84248;8480;7538;54890;9887;55308;8106;92345;5976;64901;170506;4904;9631;55011;51092;55421;472;3267;4116;4600;6780;7175;7528;8570;9961;10204;10856;23089;23293;23369;25909;27067;29072;29118;29974;51213;54715;54847;55651;56000;56001;57187;65083;65109;87178;94026;130132;144983;160419;348995;387990;643136;728343"
"GO:0031625","ubiquitin protein ligase binding","MF",7.60250339021075,305,6.55346619300833,"6790;7415;3301;10576;57761;5707;7332;5684;9470;3312;7334;3320;7531;203068;3313;3303;1026;875;6950;27101;8554;3326;7520;5094;7345;8454;9588;7534;10670;10628;10376;81631;9978;23113;29882;550;8878;8452;142;4092;811;8453;1027;8312;2821;55135;8322;9682;29089;10152;324;28951;4067;117584;4055;7167;7323;2932;8450;958;4281;408;57763;5566;7187;3304;5898;11345;1956;9349;11146;8313;6125;7157;23197;55120;152137;8975;8883;10221;10155;71;3309;57142;10059;7852;6613;3305;3310;10783;292;25820;4804;84557;9099;7466;4157;79139;51528;5970;29761;4091;5430;91;6923;1499;9529;9810;4087;55611;4287;3725;3329;55294;7319;55432;11078;6233;8451;8517;51429;7251;7316;64112;23381;7326;5371;79899;55353;9641;440738;5577;79594;6885;55070;10128;7311;56254;29035;100287171;22794;5899;3093;54838;23710;5925;55626;2272;56852;10067;8924;8065;3716;7046;51465;23111;7322;389895;7384;4591;4193;84250;9802;3091;9618;6135;7917;5080;1616;340061;2065;51035;5243;10273;7186;51701;5036;643246;5576;23598;573;171392;9530;7189;5567;11200;10013;25793;4780;102724560;11124;79677;9636;7133;6118;672;55072;65018;8764;10613;4738;1741;10010;118424;7009;9820;7341;322;666;7855;843;4090;2308;51588;7185;4088;7314;4086;339745;1734;4720;9927;8405;81502;8323;9025;5573;1840;30011;51619;409;527;596;637;819;841;1152;1191;1398;1629;1959;2185;2861;2898;3311;3757;4101;4160;4654;4792;5002;5071;5187;5460;5905;6331;6497;6596;7188;7320;7321;7414;7805;8325;8548;8678;8737;8863;8915;9063;9246;9258;9482;9532;9627;10188;10891;11160;11337;22836;22888;23208;23586;23640;23766;26043;26191;51438;51666;54472;54546;55284;55666;55719;64236;80196;84959;85409;92714;135138;143384;149628;171222;199720;257218"
"GO:0006091","generation of precursor metabolites and energy","BP",6.74864788862968,494,6.55199912310755,"3939;891;7415;26471;498;983;1340;5230;4729;4710;6472;80201;2271;23479;539;509;1350;8802;2597;2820;7386;847;4514;5315;5223;7381;8974;3416;27069;10476;4436;4535;217;5162;160428;4536;6391;2673;522;5501;515;4712;84883;8473;5834;9551;25796;1349;4537;4693;128;55902;54541;10632;1737;26227;4190;4540;4709;4513;83931;4718;27158;6648;10728;5236;4711;5255;11315;4702;7385;2110;4722;1329;8604;2821;201163;1738;28964;387;170712;1345;55276;2235;4704;4541;6392;56181;506;7167;51103;4706;2932;4698;226;5563;178;4509;5019;8870;4694;9945;55753;10165;6120;5566;4508;230;10063;84334;10202;514;3418;4697;29796;4519;3454;9572;3953;4725;5160;23178;3572;5027;6389;9821;7157;3692;207;9167;5226;80183;92259;4707;79689;8803;7360;1347;2023;314;4700;4539;5339;50507;4696;23729;4200;351;65985;4967;29997;513;4719;7086;1337;29958;57019;54205;10495;9852;5465;221937;1528;84275;163702;4688;2632;7425;2230;5515;4695;4199;1353;648791;54677;5634;6888;2548;2731;80025;3155;5499;205327;538;5502;51167;4731;8801;521;4713;65084;93974;134145;6901;205;26137;51294;3099;4716;4715;1327;8445;1431;4538;8850;10007;2108;55829;51548;54949;38;3421;55847;1050;11182;444;5571;54539;2232;47;9016;215;135154;8574;2629;9942;93058;2631;23710;2539;30968;27089;48;4723;51142;56964;3658;2109;126328;3643;22934;2997;158;4717;7384;4714;7264;7388;51341;1351;9563;9611;1716;83943;3091;11331;112464;4724;5663;5261;664;2647;100532726;4701;59341;55967;90673;7351;5837;254013;51422;266977;23410;1743;4708;7349;79611;5290;205251;8908;3667;2936;5562;2475;653361;9650;6715;3419;37;51085;51542;5467;5509;51079;440567;92014;84277;79660;2395;64080;8671;4512;113115;79736;11232;2992;65018;790955;3607;4835;5504;10975;10998;3588;8630;84269;402;9759;10840;6390;4726;2931;5836;51763;83733;1352;3420;9377;6774;10954;89801;1534;50;1537;5256;5214;11277;34;405;2696;374291;2584;84532;57215;7262;3651;64223;79751;4720;84300;3098;231;125965;5211;3988;51071;114789;23530;80219;8987;669;4191;3620;29103;8660;51;89;124;125;126;127;130;131;208;229;291;434;551;552;637;863;1346;1355;1535;1536;1544;1588;2026;2027;2033;2203;2642;2645;2819;2847;2877;3101;3158;3356;3417;3479;3481;3565;3795;3952;4129;4160;4504;4705;4728;4776;4843;5018;5167;5207;5208;5213;5224;5257;5260;5313;5443;5447;5500;5506;5507;5741;5860;6521;6622;6834;7124;7306;8013;8560;8608;8659;8864;9249;9365;9370;9555;9997;10105;10131;10514;10580;10873;10891;22977;23369;23498;23596;26330;27166;27232;51022;51052;53632;54511;55022;55526;55811;56848;57017;57103;57521;63976;64064;65990;79085;79178;83440;84701;87178;90624;112609;112812;116285;130752;144363;153743;195827;221395;246269;339123;341947;378884;387712;388753;400916;441531;729020;107075310"
"GO:0140693","molecular condensate scaffold activity","MF",15.7376333433778,32,6.49498489390533,"4076;9908;3181;3178;8087;5621;23435;10146;2521;29978;2332;4869;65125;3958;22900;22861;4690;400566;4204;1616;283131;57506;6654;115004;65267;904;6258;54514;63924;114548;171389;326340"
"GO:0050684","regulation of mRNA processing","BP",9.8938368172993,120,6.48871500511793,"6428;1660;3312;3190;3181;3178;10657;8087;6434;3192;6432;27316;10772;677;494115;6651;6294;9588;29896;123169;22938;57703;5935;23210;10262;22916;55677;146713;6431;4691;4928;6625;11338;5936;10656;79577;54623;22827;51574;5725;2332;3191;580;7536;9967;6830;10250;10914;10284;6733;57060;9939;9667;29890;4869;91746;10181;4686;1025;1153;7072;10768;55110;6429;9584;55147;79810;79084;1655;79811;1207;728642;79171;135295;1859;79882;9513;51341;10419;10521;56853;282996;10921;10658;708;5978;6433;60680;9444;9589;84081;26528;8241;984;8683;6732;58517;54033;170506;3167;4116;4654;4857;4858;10179;10659;11189;23543;26576;27339;54502;54715;55234;60677;64783;79066;83989;84530;221662;283375"
"GO:0098800","inner mitochondrial membrane protein complex","CC",9.15045890438271,154,6.47499188885011,"498;518;1340;4729;4710;3313;539;134266;509;1350;7386;4514;7381;56901;10476;4535;516;10440;4536;6391;522;515;4712;9551;25813;1349;4537;100287932;10632;9556;4540;4709;4513;4718;4711;4702;7385;4722;1329;1345;4704;4541;10939;6392;506;51103;4706;4698;4509;4694;440574;345778;5245;4508;26520;514;4697;29796;4519;4725;10469;6389;293;9167;4707;10367;84419;1347;55572;4700;4539;4696;517;513;79135;4719;1337;125988;4695;10651;29090;10989;4731;521;4713;140823;55750;4716;4715;1327;4538;29928;54539;84833;27089;4723;55735;56964;126328;4717;90580;7384;4714;7388;158234;1351;6687;83943;11331;80273;4724;25874;91689;286097;100532726;4701;55967;4708;26515;84303;90550;131118;51079;440567;51025;4512;10245;10975;6390;4726;9377;1537;196294;221154;374291;4720;26519;51660;29103;617;1346;4580;4705;4728;54927;55013;84701;92609;139322;267020;341947;400916;100652748;107075310"
"GO:0045859","regulation of protein kinase activity","BP",6.75746447155837,475,6.43978734698512,"891;7422;84722;3301;5347;1647;22974;57761;7453;9133;890;1654;1031;51704;801;3320;6647;2081;8795;1033;1435;79866;1894;1026;5621;8692;1742;899;7405;5478;23603;3326;9928;7520;10614;7345;2547;133619;7042;7048;1857;10983;57214;8844;7249;23624;2247;493;901;1032;995;5787;805;808;5291;11315;1027;8312;5310;9113;8797;60;3315;3815;3654;387;324;28951;9368;2146;4067;22843;7057;5468;4331;5859;6868;10899;7164;4921;80851;54922;8900;5728;9479;3690;6714;150;728;958;94056;10961;10125;55861;55732;9270;1062;4908;5245;25;5607;100133941;1956;11142;8313;51347;80725;207;58533;1845;5605;1030;1950;151195;896;79092;595;7040;7026;103;993;10221;641;50507;10527;351;122809;7016;56647;3491;5770;161742;2013;4221;55181;5155;10114;2950;8091;23531;4041;3265;4869;5515;9175;5716;84062;2810;22924;1843;28984;7474;51149;8536;2043;5170;7804;140775;348;81848;57679;55294;6188;10040;10645;9134;9655;205428;7984;8826;2260;2011;9344;9088;51429;7251;634;4739;6546;9077;6895;5154;63967;10333;4216;153090;2965;2064;8817;5577;4296;219736;6543;6885;6794;1050;101;6091;9052;5571;5899;5747;142679;5906;990;2629;5311;4294;54619;56034;3606;6879;57826;64061;5604;54206;3843;3087;64793;5925;51755;857;80310;900;57493;64798;1855;5649;3643;7532;255324;868;7786;898;51637;5058;51191;9618;11331;4515;56940;5871;1906;56892;11235;2041;2690;902;894;80824;796;9770;1616;1942;2065;10309;51422;3553;1958;7186;23118;867;9966;4040;10253;285489;5576;9094;183;8792;5997;124790;7098;51527;8812;23560;10454;171392;7189;653361;5575;6556;51561;5753;79935;284;116986;51719;283;51196;4763;10252;6609;2069;65018;10892;9467;1856;1741;152559;114882;1028;10006;1636;6653;29990;94032;79643;64853;3717;51763;5788;23533;1022;10636;1116;2246;7273;3064;3084;9647;29950;1849;152110;245711;84619;9146;154;80829;9894;4057;129138;84254;23328;51654;5062;2048;5570;4486;57091;6352;920;152;22943;5569;1436;5609;8754;84335;5573;2322;4217;25937;55704;55011;11213;104;10251;57732;114;116;151;566;650;859;904;905;942;1029;1136;1191;1236;1815;1908;1991;2185;2209;2268;2321;2621;2688;2776;2915;3357;3479;3565;3570;3593;3937;3952;4485;4504;4665;4878;4916;5159;5294;5319;5470;5580;5606;5618;5629;5795;5800;5912;5987;6283;6317;6547;6622;6997;7023;7070;7099;7124;7295;8600;8851;8941;9370;9555;9623;9693;9961;10178;10464;10519;10920;10979;11035;11116;11122;11140;11221;11261;11314;11329;23411;26191;26524;27040;27250;29108;29775;54465;54900;55437;55450;57521;64127;79007;79616;79706;80279;84313;84630;84959;85417;92335;93649;93650;114609;120892;143384;146433;146850;219771;284254;345611;353514;374462;388324;414194;645121"
"GO:0031055","chromatin remodeling at centromere","BP",25.0479616266593,10,6.43456145095248,"2491;11339;4678;1058;55355;387103;55839;23421;54069;401541"
"GO:0034080","CENP-A containing chromatin assembly","BP",25.0479616266593,10,6.43456145095248,"2491;11339;4678;1058;55355;387103;55839;23421;54069;401541"
"GO:0090666","scaRNA localization to Cajal body","BP",33.8559740252576,5,6.42611313620544,"10576;6950;10575;55135;1736"
"GO:1904869","regulation of protein localization to Cajal body","BP",23.9997701784769,11,6.41747593797487,"10576;10694;6950;10575;7203;22948;908;51574;56257;1736;10574"
"GO:1904871","positive regulation of protein localization to Cajal body","BP",23.9997701784769,11,6.41747593797487,"10576;10694;6950;10575;7203;22948;908;51574;56257;1736;10574"
"GO:0005832","chaperonin-containing T-complex","CC",24.9613378159127,10,6.40845420672472,"10576;10694;6950;10575;7203;22948;908;10574;10693;155100"
"GO:0032392","DNA geometric change","BP",11.0605141519005,83,6.40588299753415,"7153;1660;3146;3148;80119;1654;3149;3181;92675;7520;10923;1653;2547;4173;10146;5965;22907;4175;84164;4331;56652;5985;57680;7486;6742;9400;3159;641;9837;2071;51659;7978;84296;4172;83990;5983;4174;1763;64785;10111;4171;9401;4176;2966;4361;57697;56897;25788;301;10721;8607;5888;5982;6832;1663;23064;4683;79075;164045;54921;3508;113510;8318;9557;84515;84893;11277;2068;5976;170506;10973;254394;5813;5984;10856;25913;51008;51750;63922;84083;89797;92797;157777"
"GO:1901857","positive regulation of cellular respiration","BP",23.0941139046342,12,6.40400258967193,"7415;26471;23479;11315;3454;163702;65018;3588;3565;10891;23596;27166"
"GO:1901978","positive regulation of cell cycle checkpoint","BP",19.531685064265,18,6.40379488136649,"10403;332;55143;3619;4085;57805;9212;7517;51143;80185;55795;9675;8379;348654;51776;9894;5629;7175"
"GO:0070602","regulation of centromeric sister chromatid cohesion","BP",33.7316250441133,5,6.39961655902038,"699;10664;8313;1499;8260"
"GO:1903405","protein localization to nuclear body","BP",23.0693107972093,12,6.39581332418764,"10576;10694;6950;10575;7203;22948;908;55135;51574;56257;1736;10574"
"GO:1904867","protein localization to Cajal body","BP",23.0693107972093,12,6.39581332418764,"10576;10694;6950;10575;7203;22948;908;55135;51574;56257;1736;10574"
"GO:0045296","cadherin binding","MF",7.34972711379036,331,6.38985302833893,"3939;54443;54505;7112;9133;1654;3312;6520;3190;7531;10694;22837;3303;989;11135;11273;6643;22919;5315;10938;3326;5901;5025;5861;9689;5093;9531;9588;10190;7534;26135;29091;9414;5917;5052;8407;3646;302;57530;288;118;9793;5787;8428;11315;1495;10163;1983;23042;27044;83939;55854;55324;5694;64837;1016;29789;7706;10890;1004;226;1500;8357;3927;22827;85456;57650;421;6714;6130;829;54874;64072;5962;392;55971;6138;1956;3875;26136;10598;50807;2317;6164;1982;28969;23607;10226;8355;10606;9208;8971;85377;7408;10458;79026;6152;2023;9217;5297;5339;26058;3309;57142;4735;6147;90;2194;1938;1969;81624;5770;7082;2010;1656;23085;7458;3054;10528;11336;10397;2810;57488;9230;51400;5110;10848;1499;22905;10399;7430;6231;10298;5499;8615;2316;56061;8842;8826;2011;51429;5902;55833;8502;6159;153090;51100;1937;6128;5781;3337;23650;1265;1266;4361;8727;56829;9052;79180;55898;23513;301;64403;23670;6811;5216;8607;23367;1453;6282;83874;8351;1936;9045;29119;64855;1008;471;4690;26156;6624;27237;23647;3069;832;29766;6709;54869;10611;55357;5756;3728;5663;10801;90102;11252;5331;23075;6772;64787;8353;5794;6642;867;1192;9351;27131;4301;3655;57410;11313;93663;9798;4854;1627;4430;28988;26130;3799;7529;11344;58513;7094;5586;9218;128866;10006;51031;2060;56924;53827;10755;5493;3898;2801;831;60437;5214;999;55379;10985;6455;822;8301;2017;8496;6187;5062;10652;3791;800;1002;9973;6711;10726;54862;51474;1739;659;682;1000;1001;1003;1006;1009;1010;1013;1015;1261;1399;1496;1501;1968;2125;2802;3417;3688;3895;4072;4179;4627;4756;5317;5318;5795;5797;5800;5905;6286;6712;7223;7414;8350;8352;8354;8356;8358;8642;8650;8851;8968;9101;9124;9685;9748;10562;10893;11122;11187;11329;23164;23348;23499;25978;28316;28513;30844;50848;51510;55082;55742;56904;57175;57496;57698;64405;114793;114990;143098;151963;222256"
"GO:0034620","cellular response to unfolded protein","BP",10.8570981005945,87,6.37794508585574,"7415;1649;23645;2081;84236;54431;56965;8614;3303;7494;9709;1491;54870;9531;10551;10133;467;468;26291;3297;1965;22926;10956;90993;84919;79668;27230;595;9217;3309;101928527;5770;5771;9451;7466;79139;23376;84899;10399;3329;23456;54956;55432;153090;5295;30001;5610;55829;64224;11153;55161;10347;65992;4690;51283;26353;4189;10987;10959;1616;387923;10273;4780;1388;7009;581;666;27248;91319;168620;57414;267;578;5071;8440;8720;10018;10488;10595;26608;51009;51360;51768;58487;79956;80279;135138"
